from,to,type,confidence,reason,step
"File:agents/HMPSAC/A2C_v5.2.py","Method:agents/HMPSAC/A2C_v5.2.py:CriticNet.__init__#4","DEFINES",1,"",0
"Class:agents/HMPSAC/A2C_v5.2.py:CriticNet","Method:agents/HMPSAC/A2C_v5.2.py:CriticNet.__init__#4","HAS_METHOD",1,"",0
"File:agents/HMPSAC/A2C_v5.2.py","Method:agents/HMPSAC/A2C_v5.2.py:CriticNet.forward#1","DEFINES",1,"",0
"Class:agents/HMPSAC/A2C_v5.2.py:CriticNet","Method:agents/HMPSAC/A2C_v5.2.py:CriticNet.forward#1","HAS_METHOD",1,"",0
"File:agents/HMPSAC/A2C_v5.2.py","Class:agents/HMPSAC/A2C_v5.2.py:DA3C","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.2.py","Variable:agents/HMPSAC/A2C_v5.2.py:agent_name","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.2.py","Method:agents/HMPSAC/A2C_v5.2.py:DA3C.__init__#0","DEFINES",1,"",0
"Class:agents/HMPSAC/A2C_v5.2.py:DA3C","Method:agents/HMPSAC/A2C_v5.2.py:DA3C.__init__#0","HAS_METHOD",1,"",0
"File:agents/HMPSAC/A2C_v5.2.py","Method:agents/HMPSAC/A2C_v5.2.py:DA3C.run_n_episodes#0","DEFINES",1,"",0
"Class:agents/HMPSAC/A2C_v5.2.py:DA3C","Method:agents/HMPSAC/A2C_v5.2.py:DA3C.run_n_episodes#0","HAS_METHOD",1,"",0
"File:agents/HMPSAC/A2C_v5.2.py","Variable:agents/HMPSAC/A2C_v5.2.py:start","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.2.py","Variable:agents/HMPSAC/A2C_v5.2.py:gradient_updates_queue_actor_task","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.2.py","Variable:agents/HMPSAC/A2C_v5.2.py:gradient_updates_queue_actor_machine","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.2.py","Variable:agents/HMPSAC/A2C_v5.2.py:gradient_updates_queue_critic","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.2.py","Variable:agents/HMPSAC/A2C_v5.2.py:episodes_per_process","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.2.py","Variable:agents/HMPSAC/A2C_v5.2.py:processes","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.2.py","Variable:agents/HMPSAC/A2C_v5.2.py:optimizer_worker","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.2.py","Variable:agents/HMPSAC/A2C_v5.2.py:worker","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.2.py","Variable:agents/HMPSAC/A2C_v5.2.py:time_taken","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.2.py","Method:agents/HMPSAC/A2C_v5.2.py:DA3C.update_shared_model#3","DEFINES",1,"",0
"Class:agents/HMPSAC/A2C_v5.2.py:DA3C","Method:agents/HMPSAC/A2C_v5.2.py:DA3C.update_shared_model#3","HAS_METHOD",1,"",0
"File:agents/HMPSAC/A2C_v5.2.py","Variable:agents/HMPSAC/A2C_v5.2.py:gradients_actor_task","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.2.py","Variable:agents/HMPSAC/A2C_v5.2.py:gradients_actor_machine","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.2.py","Variable:agents/HMPSAC/A2C_v5.2.py:gradients_critic","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.2.py","Class:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.2.py","Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.__init__#19","DEFINES",1,"",0
"Class:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker","Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.__init__#19","HAS_METHOD",1,"",0
"File:agents/HMPSAC/A2C_v5.2.py","Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.save_actor_model#1","DEFINES",1,"",0
"Class:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker","Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.save_actor_model#1","HAS_METHOD",1,"",0
"File:agents/HMPSAC/A2C_v5.2.py","Variable:agents/HMPSAC/A2C_v5.2.py:file_path","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.2.py","Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.generated_new_environment#0","DEFINES",1,"",0
"Class:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker","Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.generated_new_environment#0","HAS_METHOD",1,"",0
"File:agents/HMPSAC/A2C_v5.2.py","Variable:agents/HMPSAC/A2C_v5.2.py:DDT","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.2.py","Variable:agents/HMPSAC/A2C_v5.2.py:M","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.2.py","Variable:agents/HMPSAC/A2C_v5.2.py:S","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.2.py","Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.run#0","DEFINES",1,"",0
"Class:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker","Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.run#0","HAS_METHOD",1,"",0
"File:agents/HMPSAC/A2C_v5.2.py","Variable:agents/HMPSAC/A2C_v5.2.py:epsilon_exploration","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.2.py","Variable:agents/HMPSAC/A2C_v5.2.py:state","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.2.py","Variable:agents/HMPSAC/A2C_v5.2.py:done","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.2.py","Variable:agents/HMPSAC/A2C_v5.2.py:state_add","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.2.py","Variable:agents/HMPSAC/A2C_v5.2.py:critic_outputs","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.2.py","Variable:agents/HMPSAC/A2C_v5.2.py:actions","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.2.py","Variable:agents/HMPSAC/A2C_v5.2.py:action_task","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.2.py","Variable:agents/HMPSAC/A2C_v5.2.py:action_machine","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.2.py","Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.calculate_new_exploration#0","DEFINES",1,"",0
"Class:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker","Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.calculate_new_exploration#0","HAS_METHOD",1,"",0
"File:agents/HMPSAC/A2C_v5.2.py","Variable:agents/HMPSAC/A2C_v5.2.py:epsilon","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.2.py","Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.pick_action_and_log_prob#3","DEFINES",1,"",0
"Class:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker","Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.pick_action_and_log_prob#3","HAS_METHOD",1,"",0
"File:agents/HMPSAC/A2C_v5.2.py","Variable:agents/HMPSAC/A2C_v5.2.py:actor_output","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.2.py","Variable:agents/HMPSAC/A2C_v5.2.py:action_size","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.2.py","Variable:agents/HMPSAC/A2C_v5.2.py:action_distribution","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.2.py","Variable:agents/HMPSAC/A2C_v5.2.py:action","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.2.py","Variable:agents/HMPSAC/A2C_v5.2.py:action_log_prob","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.2.py","Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.pick_action#2","DEFINES",1,"",0
"Class:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker","Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.pick_action#2","HAS_METHOD",1,"",0
"File:agents/HMPSAC/A2C_v5.2.py","Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.get_critic_value#2","DEFINES",1,"",0
"Class:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker","Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.get_critic_value#2","HAS_METHOD",1,"",0
"File:agents/HMPSAC/A2C_v5.2.py","Variable:agents/HMPSAC/A2C_v5.2.py:critic_output","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.2.py","Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.calculate_log_action_probability#2","DEFINES",1,"",0
"Class:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker","Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.calculate_log_action_probability#2","HAS_METHOD",1,"",0
"File:agents/HMPSAC/A2C_v5.2.py","Variable:agents/HMPSAC/A2C_v5.2.py:policy_distribution_log_prob","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.2.py","Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.calculate_total_loss#0","DEFINES",1,"",0
"Class:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker","Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.calculate_total_loss#0","HAS_METHOD",1,"",0
"File:agents/HMPSAC/A2C_v5.2.py","Variable:agents/HMPSAC/A2C_v5.2.py:discounted_returns","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.2.py","Variable:agents/HMPSAC/A2C_v5.2.py:actor_task_loss","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.2.py","Variable:agents/HMPSAC/A2C_v5.2.py:actor_machine_loss","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.2.py","Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.calculate_discounted_returns#0","DEFINES",1,"",0
"Class:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker","Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.calculate_discounted_returns#0","HAS_METHOD",1,"",0
"File:agents/HMPSAC/A2C_v5.2.py","Variable:agents/HMPSAC/A2C_v5.2.py:return_value","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.2.py","Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.normalise_discounted_returns#1","DEFINES",1,"",0
"Class:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker","Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.normalise_discounted_returns#1","HAS_METHOD",1,"",0
"File:agents/HMPSAC/A2C_v5.2.py","Variable:agents/HMPSAC/A2C_v5.2.py:mean","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.2.py","Variable:agents/HMPSAC/A2C_v5.2.py:std","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.2.py","Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.normalization_discounted_returns#1","DEFINES",1,"",0
"Class:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker","Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.normalization_discounted_returns#1","HAS_METHOD",1,"",0
"File:agents/HMPSAC/A2C_v5.2.py","Variable:agents/HMPSAC/A2C_v5.2.py:min_value","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.2.py","Variable:agents/HMPSAC/A2C_v5.2.py:max_value","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.2.py","Variable:agents/HMPSAC/A2C_v5.2.py:range_value","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.2.py","Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.calculate_critic_loss_and_advantages#1","DEFINES",1,"",0
"Class:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker","Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.calculate_critic_loss_and_advantages#1","HAS_METHOD",1,"",0
"File:agents/HMPSAC/A2C_v5.2.py","Variable:agents/HMPSAC/A2C_v5.2.py:critic_values","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.2.py","Variable:agents/HMPSAC/A2C_v5.2.py:advantages","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.2.py","Variable:agents/HMPSAC/A2C_v5.2.py:critic_loss","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.2.py","Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.calculate_actor_loss#2","DEFINES",1,"",0
"Class:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker","Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.calculate_actor_loss#2","HAS_METHOD",1,"",0
"File:agents/HMPSAC/A2C_v5.2.py","Variable:agents/HMPSAC/A2C_v5.2.py:action_log_probabilities_for_all_episodes","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.2.py","Variable:agents/HMPSAC/A2C_v5.2.py:actor_loss","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.2.py","Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.put_gradients_in_queue#3","DEFINES",1,"",0
"Class:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker","Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.put_gradients_in_queue#3","HAS_METHOD",1,"",0
"File:agents/HMPSAC/A2C_v5.2.py","Variable:agents/HMPSAC/A2C_v5.2.py:gradients","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.2.py","Variable:agents/HMPSAC/A2C_v5.2.py:da3c_object","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.3.py","Variable:agents/HMPSAC/A2C_v5.3.py:agent_version","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.3.py","Variable:agents/HMPSAC/A2C_v5.3.py:path_file_name","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.3.py","Variable:agents/HMPSAC/A2C_v5.3.py:add_data_object","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.3.py","Variable:agents/HMPSAC/A2C_v5.3.py:window_name","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.3.py","Variable:agents/HMPSAC/A2C_v5.3.py:vis","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.3.py","Variable:agents/HMPSAC/A2C_v5.3.py:win","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.3.py","Variable:agents/HMPSAC/A2C_v5.3.py:title","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.3.py","Class:agents/HMPSAC/A2C_v5.3.py:TaskPolicyNet","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.3.py","Method:agents/HMPSAC/A2C_v5.3.py:TaskPolicyNet.__init__#4","DEFINES",1,"",0
"Class:agents/HMPSAC/A2C_v5.3.py:TaskPolicyNet","Method:agents/HMPSAC/A2C_v5.3.py:TaskPolicyNet.__init__#4","HAS_METHOD",1,"",0
"File:agents/HMPSAC/A2C_v5.3.py","Method:agents/HMPSAC/A2C_v5.3.py:TaskPolicyNet.forward#1","DEFINES",1,"",0
"Class:agents/HMPSAC/A2C_v5.3.py:TaskPolicyNet","Method:agents/HMPSAC/A2C_v5.3.py:TaskPolicyNet.forward#1","HAS_METHOD",1,"",0
"File:agents/HMPSAC/A2C_v5.3.py","Variable:agents/HMPSAC/A2C_v5.3.py:x","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.3.py","Class:agents/HMPSAC/A2C_v5.3.py:MachinePolicyNet","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.3.py","Method:agents/HMPSAC/A2C_v5.3.py:MachinePolicyNet.__init__#4","DEFINES",1,"",0
"Class:agents/HMPSAC/A2C_v5.3.py:MachinePolicyNet","Method:agents/HMPSAC/A2C_v5.3.py:MachinePolicyNet.__init__#4","HAS_METHOD",1,"",0
"File:agents/HMPSAC/A2C_v5.3.py","Method:agents/HMPSAC/A2C_v5.3.py:MachinePolicyNet.forward#1","DEFINES",1,"",0
"Class:agents/HMPSAC/A2C_v5.3.py:MachinePolicyNet","Method:agents/HMPSAC/A2C_v5.3.py:MachinePolicyNet.forward#1","HAS_METHOD",1,"",0
"File:agents/HMPSAC/A2C_v5.3.py","Class:agents/HMPSAC/A2C_v5.3.py:CriticNet","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.3.py","Method:agents/HMPSAC/A2C_v5.3.py:CriticNet.__init__#4","DEFINES",1,"",0
"Class:agents/HMPSAC/A2C_v5.3.py:CriticNet","Method:agents/HMPSAC/A2C_v5.3.py:CriticNet.__init__#4","HAS_METHOD",1,"",0
"File:agents/HMPSAC/A2C_v5.3.py","Method:agents/HMPSAC/A2C_v5.3.py:CriticNet.forward#1","DEFINES",1,"",0
"Class:agents/HMPSAC/A2C_v5.3.py:CriticNet","Method:agents/HMPSAC/A2C_v5.3.py:CriticNet.forward#1","HAS_METHOD",1,"",0
"File:agents/HMPSAC/A2C_v5.3.py","Class:agents/HMPSAC/A2C_v5.3.py:DA3C","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.3.py","Variable:agents/HMPSAC/A2C_v5.3.py:agent_name","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.3.py","Method:agents/HMPSAC/A2C_v5.3.py:DA3C.__init__#0","DEFINES",1,"",0
"Class:agents/HMPSAC/A2C_v5.3.py:DA3C","Method:agents/HMPSAC/A2C_v5.3.py:DA3C.__init__#0","HAS_METHOD",1,"",0
"File:agents/HMPSAC/A2C_v5.3.py","Method:agents/HMPSAC/A2C_v5.3.py:DA3C.run_n_episodes#0","DEFINES",1,"",0
"Class:agents/HMPSAC/A2C_v5.3.py:DA3C","Method:agents/HMPSAC/A2C_v5.3.py:DA3C.run_n_episodes#0","HAS_METHOD",1,"",0
"File:agents/HMPSAC/A2C_v5.3.py","Variable:agents/HMPSAC/A2C_v5.3.py:start","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.3.py","Variable:agents/HMPSAC/A2C_v5.3.py:gradient_updates_queue_actor_task","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.3.py","Variable:agents/HMPSAC/A2C_v5.3.py:gradient_updates_queue_actor_machine","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.3.py","Variable:agents/HMPSAC/A2C_v5.3.py:gradient_updates_queue_critic","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.3.py","Variable:agents/HMPSAC/A2C_v5.3.py:episodes_per_process","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.3.py","Variable:agents/HMPSAC/A2C_v5.3.py:processes","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.3.py","Variable:agents/HMPSAC/A2C_v5.3.py:optimizer_worker","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.3.py","Variable:agents/HMPSAC/A2C_v5.3.py:worker","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.3.py","Variable:agents/HMPSAC/A2C_v5.3.py:time_taken","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.3.py","Method:agents/HMPSAC/A2C_v5.3.py:DA3C.update_shared_model#3","DEFINES",1,"",0
"Class:agents/HMPSAC/A2C_v5.3.py:DA3C","Method:agents/HMPSAC/A2C_v5.3.py:DA3C.update_shared_model#3","HAS_METHOD",1,"",0
"File:agents/HMPSAC/A2C_v5.3.py","Variable:agents/HMPSAC/A2C_v5.3.py:gradients_actor_task","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.3.py","Variable:agents/HMPSAC/A2C_v5.3.py:gradients_actor_machine","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.3.py","Variable:agents/HMPSAC/A2C_v5.3.py:gradients_critic","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.3.py","Class:agents/HMPSAC/A2C_v5.3.py:Actor_Critic_Worker","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.3.py","Method:agents/HMPSAC/A2C_v5.3.py:Actor_Critic_Worker.__init__#19","DEFINES",1,"",0
"Class:agents/HMPSAC/A2C_v5.3.py:Actor_Critic_Worker","Method:agents/HMPSAC/A2C_v5.3.py:Actor_Critic_Worker.__init__#19","HAS_METHOD",1,"",0
"File:agents/HMPSAC/A2C_v5.3.py","Method:agents/HMPSAC/A2C_v5.3.py:Actor_Critic_Worker.save_actor_model#1","DEFINES",1,"",0
"Class:agents/HMPSAC/A2C_v5.3.py:Actor_Critic_Worker","Method:agents/HMPSAC/A2C_v5.3.py:Actor_Critic_Worker.save_actor_model#1","HAS_METHOD",1,"",0
"File:agents/HMPSAC/A2C_v5.3.py","Variable:agents/HMPSAC/A2C_v5.3.py:file_path","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.3.py","Method:agents/HMPSAC/A2C_v5.3.py:Actor_Critic_Worker.generated_new_environment#0","DEFINES",1,"",0
"Class:agents/HMPSAC/A2C_v5.3.py:Actor_Critic_Worker","Method:agents/HMPSAC/A2C_v5.3.py:Actor_Critic_Worker.generated_new_environment#0","HAS_METHOD",1,"",0
"File:agents/HMPSAC/A2C_v5.3.py","Variable:agents/HMPSAC/A2C_v5.3.py:DDT","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.3.py","Variable:agents/HMPSAC/A2C_v5.3.py:M","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.3.py","Variable:agents/HMPSAC/A2C_v5.3.py:S","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.3.py","Method:agents/HMPSAC/A2C_v5.3.py:Actor_Critic_Worker.run#0","DEFINES",1,"",0
"Class:agents/HMPSAC/A2C_v5.3.py:Actor_Critic_Worker","Method:agents/HMPSAC/A2C_v5.3.py:Actor_Critic_Worker.run#0","HAS_METHOD",1,"",0
"File:agents/HMPSAC/A2C_v5.3.py","Variable:agents/HMPSAC/A2C_v5.3.py:epsilon_exploration","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.3.py","Variable:agents/HMPSAC/A2C_v5.3.py:state","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.3.py","Variable:agents/HMPSAC/A2C_v5.3.py:done","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.3.py","Variable:agents/HMPSAC/A2C_v5.3.py:state_add","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.3.py","Variable:agents/HMPSAC/A2C_v5.3.py:critic_outputs","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.3.py","Variable:agents/HMPSAC/A2C_v5.3.py:actions","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.3.py","Variable:agents/HMPSAC/A2C_v5.3.py:action_task","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.3.py","Variable:agents/HMPSAC/A2C_v5.3.py:action_machine","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.3.py","Method:agents/HMPSAC/A2C_v5.3.py:Actor_Critic_Worker.calculate_new_exploration#0","DEFINES",1,"",0
"Class:agents/HMPSAC/A2C_v5.3.py:Actor_Critic_Worker","Method:agents/HMPSAC/A2C_v5.3.py:Actor_Critic_Worker.calculate_new_exploration#0","HAS_METHOD",1,"",0
"File:agents/HMPSAC/A2C_v5.3.py","Variable:agents/HMPSAC/A2C_v5.3.py:epsilon","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.3.py","Method:agents/HMPSAC/A2C_v5.3.py:Actor_Critic_Worker.pick_action_and_log_prob#3","DEFINES",1,"",0
"Class:agents/HMPSAC/A2C_v5.3.py:Actor_Critic_Worker","Method:agents/HMPSAC/A2C_v5.3.py:Actor_Critic_Worker.pick_action_and_log_prob#3","HAS_METHOD",1,"",0
"File:agents/HMPSAC/A2C_v5.3.py","Variable:agents/HMPSAC/A2C_v5.3.py:actor_output","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.3.py","Variable:agents/HMPSAC/A2C_v5.3.py:action_size","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.3.py","Variable:agents/HMPSAC/A2C_v5.3.py:action_distribution","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.3.py","Variable:agents/HMPSAC/A2C_v5.3.py:action","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.3.py","Variable:agents/HMPSAC/A2C_v5.3.py:action_log_prob","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.3.py","Method:agents/HMPSAC/A2C_v5.3.py:Actor_Critic_Worker.pick_action#2","DEFINES",1,"",0
"Class:agents/HMPSAC/A2C_v5.3.py:Actor_Critic_Worker","Method:agents/HMPSAC/A2C_v5.3.py:Actor_Critic_Worker.pick_action#2","HAS_METHOD",1,"",0
"File:agents/HMPSAC/A2C_v5.3.py","Method:agents/HMPSAC/A2C_v5.3.py:Actor_Critic_Worker.get_critic_value#2","DEFINES",1,"",0
"Class:agents/HMPSAC/A2C_v5.3.py:Actor_Critic_Worker","Method:agents/HMPSAC/A2C_v5.3.py:Actor_Critic_Worker.get_critic_value#2","HAS_METHOD",1,"",0
"File:agents/HMPSAC/A2C_v5.3.py","Variable:agents/HMPSAC/A2C_v5.3.py:critic_output","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.3.py","Method:agents/HMPSAC/A2C_v5.3.py:Actor_Critic_Worker.calculate_log_action_probability#2","DEFINES",1,"",0
"Class:agents/HMPSAC/A2C_v5.3.py:Actor_Critic_Worker","Method:agents/HMPSAC/A2C_v5.3.py:Actor_Critic_Worker.calculate_log_action_probability#2","HAS_METHOD",1,"",0
"File:agents/HMPSAC/A2C_v5.3.py","Variable:agents/HMPSAC/A2C_v5.3.py:policy_distribution_log_prob","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.3.py","Method:agents/HMPSAC/A2C_v5.3.py:Actor_Critic_Worker.calculate_total_loss#0","DEFINES",1,"",0
"Class:agents/HMPSAC/A2C_v5.3.py:Actor_Critic_Worker","Method:agents/HMPSAC/A2C_v5.3.py:Actor_Critic_Worker.calculate_total_loss#0","HAS_METHOD",1,"",0
"File:agents/HMPSAC/A2C_v5.3.py","Variable:agents/HMPSAC/A2C_v5.3.py:discounted_returns","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.3.py","Variable:agents/HMPSAC/A2C_v5.3.py:actor_task_loss","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.3.py","Variable:agents/HMPSAC/A2C_v5.3.py:actor_machine_loss","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.3.py","Method:agents/HMPSAC/A2C_v5.3.py:Actor_Critic_Worker.calculate_discounted_returns#0","DEFINES",1,"",0
"Class:agents/HMPSAC/A2C_v5.3.py:Actor_Critic_Worker","Method:agents/HMPSAC/A2C_v5.3.py:Actor_Critic_Worker.calculate_discounted_returns#0","HAS_METHOD",1,"",0
"File:agents/HMPSAC/A2C_v5.3.py","Variable:agents/HMPSAC/A2C_v5.3.py:return_value","DEFINES",1,"",0
"File:agents/HMPSAC/A2C_v5.3.py","Method:agents/HMPSAC/A2C_v5.3.py:Actor_Critic_Worker.normalise_discounted_returns#1","DEFINES",1,"",0
